高校名称,专业,x轴,y轴,
北京体育大学,一般化学,0,-2.000 
北京体育大学,纺织和造纸,1,-2.000 
北京体育大学,印刷、涂料、照相,0,-2.000 
北京体育大学,石油,0,-2.000 
北京体育大学,化学工程,2,-2.000 
北京体育大学,核子能、爆破、防护,0,-2.000 
北京体育大学,耐火材料、玻璃、陶瓷、（无机）有机电化学,0,-2.000 
北京体育大学,冶金,0,-2.000 
北京体育大学,催化剂,0,-2.000 
北京体育大学,其他,51,2.000 
北京体育大学,机械工程,7,2.000 
北京体育大学,仪器、测量和测试,20,2.000 
北京体育大学,计算机和控制,36,2.000 
北京体育大学,半导体和电路,3,2.000 
北京体育大学,电子元件,2,-2.000 
北京体育大学,通讯,36,2.000 
北京体育大学,电力工程,2,-2.000 
北京外国语大学,聚合物、塑料,1,-2.000 
北京外国语大学,药物,0,-2.000 
北京外国语大学,农药,0,-2.000 
北京外国语大学,食品、洗涤剂、水处理、生物技术,0,-2.000 
北京外国语大学,一般化学,0,-2.000 
北京外国语大学,纺织和造纸,0,-2.000 
北京外国语大学,印刷、涂料、照相,0,-2.000 
北京外国语大学,石油,0,-2.000 
北京外国语大学,化学工程,0,-2.000 
北京外国语大学,核子能、爆破、防护,0,-2.000 
北京外国语大学,耐火材料、玻璃、陶瓷、（无机）有机电化学,0,-2.000 
北京外国语大学,冶金,0,-2.000 
北京外国语大学,催化剂,0,-2.000 
北京外国语大学,其他,0,-2.000 
北京外国语大学,机械工程,0,-2.000 
北京外国语大学,仪器、测量和测试,0,-2.000 
北京外国语大学,计算机和控制,0,-2.000 
北京外国语大学,半导体和电路,0,-2.000 
北京外国语大学,电子元件,0,-2.000 
北京外国语大学,通讯,0,-2.000 
北京外国语大学,电力工程,0,-2.000 
北京协和医学院,聚合物、塑料,324,3.234 
北京协和医学院,药物,1394,3.014 
北京协和医学院,农药,132,3.230 
北京协和医学院,食品、洗涤剂、水处理、生物技术,836,3.386 
北京协和医学院,一般化学,23,2.523 
北京协和医学院,纺织和造纸,9,2.000 
北京协和医学院,印刷、涂料、照相,3,2.000 
北京协和医学院,石油,1,-2.000 
北京协和医学院,化学工程,75,-2.000 
北京协和医学院,核子能、爆破、防护,3,2.000 
北京协和医学院,耐火材料、玻璃、陶瓷、（无机）有机电化学,3,-2.301 
北京协和医学院,冶金,3,2.000 
北京协和医学院,催化剂,24,2.699 
北京协和医学院,其他,836,4.377 
北京协和医学院,机械工程,41,2.000 
北京协和医学院,仪器、测量和测试,586,4.081 
北京协和医学院,计算机和控制,262,2.000 
北京协和医学院,半导体和电路,13,2.301 
北京协和医学院,电子元件,43,2.000 
北京协和医学院,通讯,58,2.000 
北京协和医学院,电力工程,33,2.000 
北京邮电大学,聚合物、塑料,35,2.000 
北京邮电大学,药物,5,2.000 
北京邮电大学,农药,0,2.000 
北京邮电大学,食品、洗涤剂、水处理、生物技术,5,2.000 
北京邮电大学,一般化学,3,2.000 
北京邮电大学,纺织和造纸,2,-2.000 
北京邮电大学,印刷、涂料、照相,0,2.000 
北京邮电大学,石油,0,2.000 
北京邮电大学,化学工程,4,2.000 
