高校名称,学科,x轴,y轴,类别
安徽大学,病毒学,0.044 ,3.543 ,区域核心
安徽大学,材料科学，表征与试验,0.025 ,-1.672 ,区域核心
安徽大学,材料科学，多学科,0.136 ,2.407 ,区域核心
安徽大学,材料科学，纺织品,0.322 ,2.596 ,区域核心
安徽大学,材料科学，复合材料,0.029 ,-2.121 ,区域核心
安徽大学,材料科学，涂料与薄膜,0.193 ,2.773 ,区域核心
安徽大学,材料科学，纸张与木材,0.028 ,2.233 ,区域核心
安徽大学,采矿与矿物加工工程,0.015 ,2.301 ,区域核心
安徽大学,成像学与摄影工艺,0.102 ,4.662 ,区域核心
安徽大学,地球化学与地球物理,0.018 ,2.000 ,区域核心
安徽大学,地球科学，多学科,0.019 ,3.017 ,区域核心
安徽大学,电化学,0.209 ,2.747 ,区域核心
安徽大学,电机与电子工程,0.117 ,2.470 ,区域核心
安徽大学,电信科学,0.090 ,3.061 ,区域核心
安徽大学,动物学,0.049 ,2.630 ,区域核心
安徽大学,毒理学,0.018 ,4.271 ,区域核心
安徽大学,多学科科学,0.058 ,2.842 ,区域核心
安徽大学,分析化学,0.118 ,2.907 ,区域核心
安徽大学,高分子科学,0.116 ,2.404 ,区域核心
安徽大学,工程，多学科,0.068 ,3.000 ,区域核心
安徽大学,工业工程,0.052 ,2.757 ,区域核心
安徽大学,光学,0.136 ,2.195 ,区域核心
安徽大学,海洋及淡水生物学,0.008 ,2.677 ,区域核心
安徽大学,核物理,0.136 ,2.123 ,区域核心
安徽大学,化学，多学科,0.113 ,2.614 ,区域核心
安徽大学,化学工程,0.058 ,2.883 ,区域核心
安徽大学,环境工程,0.034 ,2.674 ,区域核心
安徽大学,环境科学,0.029 ,2.760 ,区域核心
安徽大学,机械工程,0.039 ,3.254 ,区域核心
安徽大学,计算机科学，跨学科应用,0.102 ,2.530 ,区域核心
安徽大学,计算机科学，人工智能,0.272 ,2.986 ,区域核心
安徽大学,计算机科学，软件工程,0.121 ,2.429 ,区域核心
安徽大学,计算机科学，信息系统,0.164 ,3.403 ,区域核心
安徽大学,计算机科学，硬件,0.092 ,4.816 ,区域核心
安徽大学,计算机科学理论与方法,0.120 ,2.608 ,区域核心
安徽大学,结晶学,0.122 ,-2.131 ,区域核心
安徽大学,进化生物学,0.037 ,2.071 ,区域核心
安徽大学,昆虫学,0.024 ,2.979 ,区域核心
安徽大学,力学,0.044 ,3.456 ,区域核心
安徽大学,粒子与场物理,0.045 ,-1.944 ,区域核心
安徽大学,流体与等离子体物理,0.060 ,2.662 ,区域核心
安徽大学,纳米科学与纳米技术,0.137 ,2.573 ,区域核心
安徽大学,能源与燃料,0.054 ,2.541 ,区域核心
安徽大学,鸟类学,0.143 ,2.788 ,区域核心
安徽大学,凝聚态物理,0.162 ,2.862 ,区域核心
安徽大学,农学,0.012 ,4.210 ,区域核心
安徽大学,农业，多学科,0.034 ,2.094 ,区域核心
安徽大学,农业工程,0.042 ,2.322 ,区域核心
安徽大学,热带医学,0.014 ,3.667 ,区域核心
安徽大学,热力学,0.024 ,4.228 ,区域核心
安徽大学,神经科学,0.020 ,3.588 ,区域核心
安徽大学,生态学,0.013 ,-1.490 ,区域核心
安徽大学,生物材料科学,0.140 ,3.116 ,区域核心
安徽大学,生物多样性保护,0.020 ,2.176 ,区域核心
安徽大学,生物化学研究方法,0.064 ,2.447 ,区域核心
安徽大学,生物化学与分子生物学,0.049 ,2.270 ,区域核心
安徽大学,生物技术和应用微生物学,0.076 ,2.541 ,区域核心
安徽大学,生物物理学,0.091 ,-1.583 ,区域核心
安徽大学,生物学,0.039 ,2.470 ,区域核心
安徽大学,生物医学工程,0.043 ,2.389 ,区域核心
安徽大学,声学,0.042 ,3.523 ,区域核心
安徽大学,食品科学与技术,0.025 ,2.359 ,区域核心
安徽大学,兽医学,0.006 ,3.308 ,区域核心
安徽大学,数学,0.130 ,-1.686 ,区域核心
安徽大学,数学的跨学科应用,0.136 ,2.553 ,区域核心
安徽大学,数学物理学,0.274 ,2.392 ,区域核心
安徽大学,数学与计算生物学,0.092 ,2.329 ,区域核心
安徽大学,水资源,0.014 ,3.225 ,区域核心
安徽大学,陶瓷材料科学,0.170 ,3.039 ,区域核心
安徽大学,天文学与天体物理学,0.012 ,2.092 ,区域核心
安徽大学,统计与概率,0.178 ,2.731 ,区域核心
安徽大学,土木工程,0.006 ,2.875 ,区域核心
安徽大学,微生物学,0.032 ,2.815 ,区域核心
安徽大学,无机化学与核化学,0.154 ,-1.026 ,区域核心
安徽大学,物理，原子，分子，化学制品,0.068 ,-1.908 ,区域核心
安徽大学,物理化学,0.120 ,2.327 ,区域核心
安徽大学,细胞生物学,0.050 ,3.320 ,区域核心
安徽大学,心脏和心血管系统,0.003 ,2.410 ,区域核心
安徽大学,药理学及药剂学,0.012 ,2.662 ,区域核心
安徽大学,冶金与冶金工程,0.124 ,2.799 ,区域核心
安徽大学,医学信息学,0.024 ,3.056 ,区域核心
安徽大学,医药化学,0.034 ,3.228 ,区域核心
安徽大学,仪器及仪表学,0.110 ,3.435 ,区域核心
安徽大学,遗传学与遗传,0.100 ,3.277 ,区域核心
安徽大学,营养学与膳食学,0.011 ,2.889 ,区域核心
安徽大学,应用化学,0.112 ,2.468 ,区域核心
安徽大学,应用数学,0.179 ,2.030 ,区域核心
安徽大学,应用物理,0.149 ,2.519 ,区域核心
安徽大学,有机化学,0.059 ,2.559 ,区域核心
安徽大学,与其它学科有关的物理学,0.215 ,-1.661 ,区域核心
安徽大学,原子核科学与技术,0.024 ,2.403 ,区域核心
安徽大学,运营研究与管理,0.073 ,2.565 ,区域核心
安徽大学,植物学,0.015 ,2.568 ,区域核心
安徽大学,制造工程,0.012 ,4.511 ,区域核心
安徽大学,周围性血管疾病学,0.028 ,2.782 ,区域核心
安徽大学,自动化及控制系统,0.120 ,2.646 ,区域核心
安徽大学,综合医学与补充医学,0.023 ,3.349 ,区域核心
北京大学,保健学与保健服务,0.251 ,2.462 ,世界一流
北京大学,病毒学,0.397 ,-1.978 ,世界一流
北京大学,病理学,0.594 ,-1.185 ,世界一流
北京大学,材料科学，表征与试验,0.170 ,2.664 ,世界一流
北京大学,材料科学，多学科,0.759 ,2.427 ,世界一流
北京大学,材料科学，纺织品,0.133 ,3.061 ,世界一流
北京大学,材料科学，复合材料,0.290 ,2.798 ,世界一流
北京大学,材料科学，涂料与薄膜,0.259 ,2.182 ,世界一流
北京大学,材料科学，纸张与木材,0.055 ,2.596 ,世界一流
北京大学,采矿与矿物加工工程,0.502 ,3.111 ,世界一流
北京大学,肠胃科学与肝病学,0.665 ,2.363 ,世界一流
北京大学,成像学与摄影工艺,0.841 ,3.077 ,世界一流
北京大学,初级卫生保健,0.050 ,2.000 ,世界一流
北京大学,传染病学,0.381 ,2.491 ,世界一流
北京大学,船舶工程,0.016 ,-2.301 ,世界一流
北京大学,地理与物理,0.852 ,2.582 ,世界一流
北京大学,地球化学与地球物理,0.915 ,2.251 ,世界一流
北京大学,地球科学，多学科,0.735 ,2.418 ,世界一流
北京大学,地质工程,0.031 ,-1.943 ,世界一流
北京大学,地质学,1.264 ,2.162 ,世界一流
北京大学,电化学,0.302 ,2.182 ,世界一流
北京大学,电机与电子工程,0.518 ,2.361 ,世界一流
北京大学,电信科学,0.525 ,2.926 ,世界一流
北京大学,动物学,0.076 ,2.295 ,世界一流
北京大学,毒理学,0.332 ,2.256 ,世界一流
北京大学,多学科科学,0.788 ,2.726 ,世界一流
北京大学,耳鼻喉科学,0.268 ,-1.720 ,世界一流
北京大学,发育生物学,0.468 ,2.294 ,世界一流
北京大学,放射学，核子医学与医学成像学,0.453 ,2.137 ,世界一流
北京大学,分析化学,0.438 ,-1.438 ,世界一流
北京大学,风湿病学,0.860 ,2.518 ,世界一流
北京大学,妇产科学,0.565 ,2.162 ,世界一流
北京大学,高分子科学,0.369 ,-1.389 ,世界一流
北京大学,工程，多学科,0.254 ,2.349 ,世界一流
北京大学,工业工程,0.166 ,2.659 ,世界一流
北京大学,公共，环境，职业健康,0.335 ,2.137 ,世界一流
北京大学,古生物学,0.624 ,2.133 ,世界一流
北京大学,光谱学,0.431 ,2.201 ,世界一流
北京大学,光学,0.669 ,2.192 ,世界一流
北京大学,过敏,0.187 ,3.406 ,世界一流
北京大学,海洋工程,0.085 ,2.433 ,世界一流
北京大学,海洋及淡水生物学,0.087 ,2.623 ,世界一流
北京大学,海洋学,0.108 ,2.577 ,世界一流
北京大学,行为科学,0.223 ,2.043 ,世界一流
北京大学,航空航天科学,0.247 ,2.715 ,世界一流
北京大学,核物理,2.170 ,-1.718 ,世界一流
北京大学,呼吸系统,0.544 ,2.680 ,世界一流
北京大学,湖沼(生物)学,0.256 ,2.757 ,世界一流
北京大学,护理学,0.096 ,2.343 ,世界一流
北京大学,化学，多学科,0.853 ,2.273 ,世界一流
北京大学,化学工程,0.209 ,2.364 ,世界一流
北京大学,环境工程,0.632 ,2.344 ,世界一流
北京大学,环境科学,0.775 ,2.390 ,世界一流
北京大学,机器人学,0.310 ,2.631 ,世界一流
北京大学,机械工程,0.213 ,2.343 ,世界一流
北京大学,急诊医学,0.076 ,2.922 ,世界一流
北京大学,计算机科学，控制论,0.307 ,3.062 ,世界一流
北京大学,计算机科学，跨学科应用,0.339 ,2.288 ,世界一流
北京大学,计算机科学，人工智能,0.524 ,2.457 ,世界一流
北京大学,计算机科学，软件工程,0.541 ,2.364 ,世界一流
北京大学,计算机科学，信息系统,0.608 ,2.765 ,世界一流
北京大学,计算机科学，硬件,0.465 ,2.672 ,世界一流
北京大学,计算机科学理论与方法,0.356 ,2.406 ,世界一流
北京大学,寄生虫学,0.112 ,3.019 ,世界一流
北京大学,建筑与建筑技术,0.059 ,3.046 ,世界一流
北京大学,交通科技,0.299 ,3.015 ,世界一流
北京大学,矫形技术,0.476 ,2.440 ,世界一流
北京大学,教育科学,0.061 ,2.320 ,世界一流
北京大学,结晶学,0.407 ,-1.516 ,世界一流
北京大学,解剖学与形态学,0.168 ,2.000 ,世界一流
北京大学,进化生物学,0.180 ,2.115 ,世界一流
北京大学,精神病学,0.472 ,2.248 ,世界一流
北京大学,康复学,0.088 ,2.229 ,世界一流
北京大学,矿物学,1.075 ,2.232 ,世界一流
北京大学,昆虫学,0.009 ,-2.277 ,世界一流
北京大学,老年病学与老年学,0.501 ,2.305 ,世界一流
北京大学,力学,0.380 ,2.053 ,世界一流
北京大学,历史与哲学科学,0.033 ,2.753 ,世界一流
北京大学,粒子与场物理,2.200 ,-1.432 ,世界一流
北京大学,林学,0.223 ,2.508 ,世界一流
北京大学,流体与等离子体物理,0.954 ,-1.814 ,世界一流
北京大学,逻辑学,0.107 ,2.140 ,世界一流
北京大学,麻醉学,0.513 ,-0.393 ,世界一流
北京大学,泌尿学与肾脏学 ,0.822 ,-1.892 ,世界一流
北京大学,免疫学,0.438 ,2.196 ,世界一流
北京大学,纳米科学与纳米技术,1.185 ,2.530 ,世界一流
北京大学,男科,1.260 ,-2.030 ,世界一流
北京大学,内分泌与代谢医学,0.631 ,2.596 ,世界一流
北京大学,内科医学,0.571 ,2.884 ,世界一流
北京大学,能源与燃料,0.441 ,2.736 ,世界一流
北京大学,鸟类学,0.016 ,-2.097 ,世界一流
北京大学,凝聚态物理,0.836 ,3.140 ,世界一流
北京大学,农学,0.111 ,2.301 ,世界一流
北京大学,农业，多学科,0.079 ,-0.604 ,世界一流
北京大学,农业，乳制品及动物科学,0.011 ,2.620 ,世界一流
北京大学,农业工程,0.274 ,2.399 ,世界一流
北京大学,农业经济与政策,0.442 ,2.261 ,世界一流
北京大学,皮肤科,0.328 ,-2.094 ,世界一流
北京大学,气象学与大气科学,1.186 ,2.320 ,世界一流
北京大学,热带医学,0.109 ,2.134 ,世界一流
北京大学,热力学,0.248 ,2.386 ,世界一流
北京大学,神经病学,0.438 ,2.170 ,世界一流
北京大学,神经科学,0.521 ,2.227 ,世界一流
北京大学,神经影像学,0.401 ,2.280 ,世界一流
北京大学,生理学,0.387 ,2.143 ,世界一流
北京大学,生态学,0.363 ,2.279 ,世界一流
北京大学,生物材料科学,0.977 ,2.386 ,世界一流
北京大学,生物多样性保护,0.462 ,2.264 ,世界一流
北京大学,生物化学研究方法,0.494 ,2.083 ,世界一流
北京大学,生物化学与分子生物学,0.607 ,2.120 ,世界一流
北京大学,生物技术和应用微生物学,0.416 ,2.352 ,世界一流
北京大学,生物物理学,0.654 ,-1.789 ,世界一流
北京大学,生物学,0.399 ,-1.452 ,世界一流
北京大学,生物医学工程,0.550 ,2.090 ,世界一流
北京大学,生殖生物学,0.698 ,0.065 ,世界一流
北京大学,声学,0.322 ,-0.626 ,世界一流
北京大学,石油工程,0.407 ,2.620 ,世界一流
北京大学,食品科学与技术,0.094 ,2.108 ,世界一流
北京大学,兽医学,0.028 ,2.381 ,世界一流
北京大学,数学,0.429 ,-1.667 ,世界一流
北京大学,数学的跨学科应用,0.370 ,-1.972 ,世界一流
北京大学,数学物理学,0.560 ,-2.045 ,世界一流
北京大学,数学与计算生物学,0.468 ,2.251 ,世界一流
北京大学,水资源,0.329 ,2.415 ,世界一流
北京大学,陶瓷材料科学,0.205 ,2.581 ,世界一流
北京大学,天文学与天体物理学,1.837 ,-0.907 ,世界一流
北京大学,听力学及言语语言病理学,0.285 ,-1.252 ,世界一流
北京大学,统计与概率,0.365 ,2.131 ,世界一流
北京大学,土木工程,0.135 ,2.957 ,世界一流
北京大学,土壤科学,0.247 ,2.457 ,世界一流
北京大学,外科,0.290 ,2.020 ,世界一流
北京大学,微生物学,0.336 ,2.289 ,世界一流
北京大学,无机化学与核化学,0.485 ,-0.749 ,世界一流
北京大学,物理，原子，分子，化学制品,0.609 ,-1.481 ,世界一流
北京大学,物理化学,0.729 ,2.334 ,世界一流
北京大学,细胞生物学,0.969 ,2.441 ,世界一流
北京大学,细胞与组织工程,0.740 ,2.806 ,世界一流
北京大学,显微镜学,0.367 ,-1.840 ,世界一流
北京大学,小儿科学,0.171 ,2.254 ,世界一流
北京大学,心理学,0.326 ,2.368 ,世界一流
北京大学,心脏和心血管系统,0.446 ,2.053 ,世界一流
北京大学,血液学,0.770 ,2.103 ,世界一流
北京大学,牙科，口腔外科，口腔医学,1.086 ,2.288 ,世界一流
北京大学,眼科学,0.559 ,-0.529 ,世界一流
北京大学,遥感技术,0.990 ,3.006 ,世界一流
北京大学,药理学及药剂学,0.591 ,-1.319 ,世界一流
北京大学,药物滥用,0.168 ,-1.985 ,世界一流
北京大学,冶金与冶金工程,0.258 ,2.215 ,世界一流
北京大学,医学检验技术,0.562 ,-1.858 ,世界一流
北京大学,医学信息学,0.305 ,2.867 ,世界一流
北京大学,医学研究和实验,0.875 ,2.289 ,世界一流
北京大学,医药法律,0.081 ,3.072 ,世界一流
北京大学,医药化学,0.715 ,2.267 ,世界一流
北京大学,仪器及仪表学,0.422 ,2.165 ,世界一流
北京大学,移植学,0.492 ,-1.864 ,世界一流
北京大学,遗传学与遗传,0.501 ,2.136 ,世界一流
北京大学,营养学与膳食学,0.352 ,2.243 ,世界一流
北京大学,应用化学,0.223 ,-1.583 ,世界一流
北京大学,应用数学,0.420 ,-1.883 ,世界一流
北京大学,应用物理,0.836 ,2.277 ,世界一流
北京大学,有机化学,0.728 ,-0.652 ,世界一流
北京大学,渔业,0.010 ,2.176 ,世界一流
北京大学,与其它学科有关的物理学,0.961 ,-0.631 ,世界一流
北京大学,园艺学,0.022 ,-2.164 ,世界一流
北京大学,原子核科学与技术,0.407 ,-1.979 ,世界一流
北京大学,运动科学,0.108 ,2.395 ,世界一流
北京大学,运营研究与管理,0.248 ,2.249 ,世界一流
北京大学,真菌学,0.617 ,2.563 ,世界一流
北京大学,植物学,0.315 ,-0.850 ,世界一流
北京大学,制造工程,0.179 ,2.949 ,世界一流
北京大学,肿瘤学,1.043 ,2.487 ,世界一流
北京大学,重症医学,0.272 ,2.664 ,世界一流
北京大学,周围性血管疾病学,0.772 ,2.339 ,世界一流
北京大学,自动化及控制系统,0.446 ,2.238 ,世界一流
北京大学,综合医学与补充医学,0.835 ,2.178 ,世界一流
北京工商大学,材料科学，表征与试验,0.057 ,2.249 ,学科特色
北京工商大学,材料科学，多学科,0.020 ,2.468 ,学科特色
北京工商大学,材料科学，纺织品,0.035 ,-2.234 ,学科特色
北京工商大学,材料科学，复合材料,0.021 ,2.370 ,学科特色
北京工商大学,材料科学，涂料与薄膜,0.011 ,-1.829 ,学科特色
北京工商大学,材料科学，纸张与木材,0.028 ,-2.198 ,学科特色
北京工商大学,成像学与摄影工艺,0.009 ,3.531 ,学科特色
北京工商大学,地球科学，多学科,0.003 ,2.345 ,学科特色
北京工商大学,电化学,0.027 ,2.723 ,学科特色
北京工商大学,电机与电子工程,0.014 ,2.420 ,学科特色
北京工商大学,电信科学,0.010 ,3.771 ,学科特色
北京工商大学,多学科科学,0.012 ,4.183 ,学科特色
北京工商大学,分析化学,0.044 ,2.378 ,学科特色
北京工商大学,高分子科学,0.158 ,2.615 ,学科特色
北京工商大学,工程，多学科,0.021 ,2.266 ,学科特色
北京工商大学,公共，环境，职业健康,0.001 ,2.813 ,学科特色
北京工商大学,光谱学,0.043 ,3.817 ,学科特色
北京工商大学,光学,0.022 ,2.077 ,学科特色
北京工商大学,化学，多学科,0.039 ,2.918 ,学科特色
北京工商大学,化学工程,0.029 ,2.348 ,学科特色
北京工商大学,环境工程,0.024 ,2.740 ,学科特色
北京工商大学,环境科学,0.026 ,2.620 ,学科特色
北京工商大学,机械工程,0.009 ,3.291 ,学科特色
北京工商大学,计算机科学，跨学科应用,0.016 ,2.879 ,学科特色
北京工商大学,计算机科学，人工智能,0.030 ,3.345 ,学科特色
北京工商大学,计算机科学，软件工程,0.034 ,4.061 ,学科特色
北京工商大学,计算机科学，信息系统,0.024 ,4.006 ,学科特色
北京工商大学,计算机科学，硬件,0.010 ,2.415 ,学科特色
北京工商大学,计算机科学理论与方法,0.012 ,2.222 ,学科特色
北京工商大学,交通科技,0.004 ,2.000 ,学科特色
北京工商大学,结晶学,0.026 ,3.195 ,学科特色
北京工商大学,力学,0.006 ,2.314 ,学科特色
北京工商大学,流体与等离子体物理,0.006 ,-2.274 ,学科特色
北京工商大学,免疫学,0.004 ,2.000 ,学科特色
北京工商大学,纳米科学与纳米技术,0.018 ,3.253 ,学科特色
北京工商大学,能源与燃料,0.011 ,2.153 ,学科特色
北京工商大学,凝聚态物理,0.027 ,3.815 ,学科特色
北京工商大学,农学,0.006 ,3.771 ,学科特色
北京工商大学,农业，多学科,0.235 ,3.399 ,学科特色
北京工商大学,农业，乳制品及动物科学,0.032 ,3.552 ,学科特色
北京工商大学,农业工程,0.068 ,2.690 ,学科特色
北京工商大学,气象学与大气科学,0.017 ,2.550 ,学科特色
北京工商大学,生态学,0.004 ,3.217 ,学科特色
北京工商大学,生物材料科学,0.035 ,2.615 ,学科特色
北京工商大学,生物化学研究方法,0.012 ,-2.167 ,学科特色
北京工商大学,生物化学与分子生物学,0.037 ,2.998 ,学科特色
北京工商大学,生物技术和应用微生物学,0.050 ,2.708 ,学科特色
北京工商大学,生物学,0.011 ,3.156 ,学科特色
北京工商大学,生物医学工程,0.002 ,-2.261 ,学科特色
北京工商大学,声学,0.015 ,2.647 ,学科特色
北京工商大学,食品科学与技术,0.303 ,2.932 ,学科特色
北京工商大学,数学,0.027 ,-1.842 ,学科特色
北京工商大学,数学的跨学科应用,0.033 ,2.384 ,学科特色
北京工商大学,数学物理学,0.026 ,-1.894 ,学科特色
北京工商大学,数学与计算生物学,0.019 ,3.255 ,学科特色
北京工商大学,水资源,0.015 ,2.675 ,学科特色
北京工商大学,陶瓷材料科学,0.019 ,2.560 ,学科特色
北京工商大学,统计与概率,0.013 ,3.462 ,学科特色
北京工商大学,土壤科学,0.012 ,3.712 ,学科特色
北京工商大学,微生物学,0.044 ,3.639 ,学科特色
北京工商大学,无机化学与核化学,0.017 ,-1.969 ,学科特色
北京工商大学,物理，原子，分子，化学制品,0.014 ,2.444 ,学科特色
北京工商大学,物理化学,0.027 ,2.577 ,学科特色
北京工商大学,遥感技术,0.011 ,3.591 ,学科特色
北京工商大学,药理学及药剂学,0.007 ,2.136 ,学科特色
北京工商大学,冶金与冶金工程,0.009 ,-1.731 ,学科特色
北京工商大学,医学检验技术,0.007 ,-2.155 ,学科特色
北京工商大学,医药化学,0.011 ,2.353 ,学科特色
北京工商大学,仪器及仪表学,0.019 ,2.380 ,学科特色
北京工商大学,遗传学与遗传,0.004 ,-2.231 ,学科特色
北京工商大学,营养学与膳食学,0.093 ,2.530 ,学科特色
北京工商大学,应用化学,0.251 ,2.589 ,学科特色
北京工商大学,应用数学,0.034 ,-1.649 ,学科特色
北京工商大学,应用物理,0.019 ,2.590 ,学科特色
北京工商大学,有机化学,0.026 ,2.635 ,学科特色
北京工商大学,与其它学科有关的物理学,0.029 ,-1.747 ,学科特色
北京工商大学,园艺学,0.039 ,3.114 ,学科特色
北京工商大学,运营研究与管理,0.009 ,2.602 ,学科特色
北京工商大学,植物学,0.011 ,2.294 ,学科特色
北京工商大学,制造工程,0.012 ,-2.164 ,学科特色
北京工商大学,自动化及控制系统,0.018 ,-2.115 ,学科特色
北京工业大学,保健学与保健服务,0.027 ,2.000 ,学科特色
北京工业大学,病毒学,0.032 ,-1.125 ,学科特色
北京工业大学,病理学,0.005 ,-2.271 ,学科特色
北京工业大学,材料科学，表征与试验,0.385 ,2.998 ,学科特色
北京工业大学,材料科学，多学科,0.284 ,2.534 ,学科特色
北京工业大学,材料科学，复合材料,0.170 ,2.523 ,学科特色
北京工业大学,材料科学，涂料与薄膜,0.240 ,2.219 ,学科特色
北京工业大学,采矿与矿物加工工程,0.160 ,2.725 ,学科特色
北京工业大学,肠胃科学与肝病学,0.007 ,2.477 ,学科特色
北京工业大学,成像学与摄影工艺,0.137 ,2.844 ,学科特色
北京工业大学,传染病学,0.004 ,3.213 ,学科特色
北京工业大学,地理与物理,0.035 ,2.998 ,学科特色
北京工业大学,地球化学与地球物理,0.041 ,3.214 ,学科特色
北京工业大学,地球科学，多学科,0.057 ,2.542 ,学科特色
北京工业大学,地质工程,0.372 ,2.986 ,学科特色
北京工业大学,地质学,0.024 ,-1.824 ,学科特色
北京工业大学,电化学,0.174 ,2.254 ,学科特色
北京工业大学,电机与电子工程,0.165 ,2.439 ,学科特色
北京工业大学,电信科学,0.183 ,2.874 ,学科特色
北京工业大学,毒理学,0.011 ,-2.265 ,学科特色
北京工业大学,多学科科学,0.054 ,2.920 ,学科特色
北京工业大学,发育生物学,0.006 ,2.269 ,学科特色
北京工业大学,放射学，核子医学与医学成像学,0.037 ,2.158 ,学科特色
北京工业大学,分析化学,0.086 ,2.489 ,学科特色
北京工业大学,妇产科学,0.005 ,2.398 ,学科特色
北京工业大学,高分子科学,0.064 ,2.965 ,学科特色
北京工业大学,工程，多学科,0.298 ,2.699 ,学科特色
北京工业大学,工业工程,0.103 ,2.664 ,学科特色
北京工业大学,公共，环境，职业健康,0.020 ,3.724 ,学科特色
北京工业大学,光学,0.263 ,2.479 ,学科特色
北京工业大学,海洋工程,0.195 ,3.743 ,学科特色
北京工业大学,海洋及淡水生物学,0.007 ,-1.325 ,学科特色
北京工业大学,海洋学,0.040 ,4.188 ,学科特色
北京工业大学,航空航天科学,0.121 ,3.848 ,学科特色
北京工业大学,核物理,0.097 ,2.023 ,学科特色
北京工业大学,化学，多学科,0.137 ,2.733 ,学科特色
北京工业大学,化学工程,0.178 ,2.442 ,学科特色
北京工业大学,环境工程,0.257 ,2.320 ,学科特色
北京工业大学,环境科学,0.126 ,2.463 ,学科特色
北京工业大学,机器人学,0.139 ,-1.717 ,学科特色
北京工业大学,机械工程,0.408 ,2.717 ,学科特色
北京工业大学,急诊医学,0.011 ,-2.232 ,学科特色
北京工业大学,计算机科学，控制论,0.147 ,3.633 ,学科特色
北京工业大学,计算机科学，跨学科应用,0.176 ,2.786 ,学科特色
北京工业大学,计算机科学，人工智能,0.241 ,2.749 ,学科特色
北京工业大学,计算机科学，软件工程,0.213 ,2.866 ,学科特色
北京工业大学,计算机科学，信息系统,0.230 ,3.122 ,学科特色
北京工业大学,计算机科学，硬件,0.113 ,2.811 ,学科特色
北京工业大学,计算机科学理论与方法,0.122 ,2.548 ,学科特色
北京工业大学,建筑与建筑技术,0.507 ,3.054 ,学科特色
北京工业大学,交通科技,0.315 ,2.963 ,学科特色
北京工业大学,矫形技术,0.008 ,-2.088 ,学科特色
北京工业大学,结晶学,0.240 ,2.394 ,学科特色
北京工业大学,解剖学与形态学,0.047 ,3.014 ,学科特色
北京工业大学,精神病学,0.002 ,2.153 ,学科特色
北京工业大学,矿物学,0.045 ,2.850 ,学科特色
北京工业大学,力学,0.367 ,2.778 ,学科特色
北京工业大学,粒子与场物理,0.093 ,-1.799 ,学科特色
北京工业大学,流体与等离子体物理,0.093 ,2.205 ,学科特色
北京工业大学,免疫学,0.004 ,2.383 ,学科特色
北京工业大学,纳米科学与纳米技术,0.233 ,2.863 ,学科特色
北京工业大学,内分泌与代谢医学,0.005 ,-2.097 ,学科特色
北京工业大学,能源与燃料,0.248 ,2.652 ,学科特色
北京工业大学,凝聚态物理,0.175 ,3.596 ,学科特色
北京工业大学,农业，多学科,0.006 ,-2.222 ,学科特色
北京工业大学,农业工程,0.416 ,2.733 ,学科特色
北京工业大学,皮肤科,0.003 ,2.602 ,学科特色
北京工业大学,气象学与大气科学,0.045 ,2.653 ,学科特色
北京工业大学,热力学,0.376 ,2.722 ,学科特色
北京工业大学,神经病学,0.015 ,-1.979 ,学科特色
北京工业大学,神经科学,0.026 ,2.093 ,学科特色
北京工业大学,神经影像学,0.014 ,-2.187 ,学科特色
北京工业大学,生理学,0.035 ,2.488 ,学科特色
北京工业大学,生态学,0.005 ,2.773 ,学科特色
北京工业大学,生物材料科学,0.117 ,3.092 ,学科特色
北京工业大学,生物多样性保护,0.013 ,3.690 ,学科特色
北京工业大学,生物化学研究方法,0.050 ,3.012 ,学科特色
北京工业大学,生物化学与分子生物学,0.020 ,-1.669 ,学科特色
北京工业大学,生物技术和应用微生物学,0.121 ,2.683 ,学科特色
北京工业大学,生物物理学,0.101 ,2.520 ,学科特色
北京工业大学,生物学,0.033 ,2.361 ,学科特色
北京工业大学,生物医学工程,0.220 ,2.656 ,学科特色
北京工业大学,声学,0.368 ,2.933 ,学科特色
北京工业大学,石油工程,0.083 ,3.491 ,学科特色
北京工业大学,食品科学与技术,0.019 ,3.208 ,学科特色
北京工业大学,数学,0.105 ,-1.628 ,学科特色
北京工业大学,数学的跨学科应用,0.351 ,2.847 ,学科特色
北京工业大学,数学物理学,0.151 ,2.426 ,学科特色
北京工业大学,数学与计算生物学,0.131 ,2.335 ,学科特色
北京工业大学,水资源,0.155 ,2.468 ,学科特色
北京工业大学,陶瓷材料科学,0.160 ,-1.416 ,学科特色
北京工业大学,天文学与天体物理学,0.032 ,-2.072 ,学科特色
北京工业大学,听力学及言语语言病理学,0.015 ,3.591 ,学科特色
北京工业大学,统计与概率,0.195 ,-1.832 ,学科特色
北京工业大学,土木工程,0.420 ,2.954 ,学科特色
北京工业大学,外科,0.012 ,2.258 ,学科特色
北京工业大学,微生物学,0.007 ,3.368 ,学科特色
北京工业大学,无机化学与核化学,0.120 ,2.320 ,学科特色
北京工业大学,物理，原子，分子，化学制品,0.041 ,2.021 ,学科特色
北京工业大学,物理化学,0.167 ,2.419 ,学科特色
北京工业大学,细胞生物学,0.014 ,2.082 ,学科特色
北京工业大学,细胞与组织工程,0.014 ,-1.456 ,学科特色
北京工业大学,显微镜学,0.220 ,3.392 ,学科特色
北京工业大学,心理学,0.008 ,2.331 ,学科特色
北京工业大学,心脏和心血管系统,0.007 ,-2.008 ,学科特色
