高校名称,学科,x轴,y轴,类别
渤海大学,计算机科学，人工智能,0.177 ,3.296 ,区域核心
渤海大学,计算机科学，软件工程,0.004 ,2.430 ,区域核心
渤海大学,计算机科学，信息系统,0.042 ,3.199 ,区域核心
渤海大学,计算机科学，硬件,0.051 ,3.031 ,区域核心
渤海大学,计算机科学理论与方法,0.062 ,2.952 ,区域核心
渤海大学,结晶学,0.144 ,-1.786 ,区域核心
渤海大学,力学,0.020 ,2.809 ,区域核心
渤海大学,粒子与场物理,0.074 ,2.505 ,区域核心
渤海大学,纳米科学与纳米技术,0.018 ,3.153 ,区域核心
渤海大学,内分泌与代谢医学,0.001 ,3.163 ,区域核心
渤海大学,能源与燃料,0.015 ,2.951 ,区域核心
渤海大学,凝聚态物理,0.037 ,2.803 ,区域核心
渤海大学,农业，多学科,0.037 ,2.418 ,区域核心
渤海大学,热力学,0.031 ,2.252 ,区域核心
渤海大学,生物化学研究方法,0.007 ,-1.319 ,区域核心
渤海大学,生物化学与分子生物学,0.004 ,2.294 ,区域核心
渤海大学,生物技术和应用微生物学,0.010 ,2.944 ,区域核心
渤海大学,生物物理学,0.008 ,2.842 ,区域核心
渤海大学,生物学,0.007 ,2.000 ,区域核心
渤海大学,石油工程,0.017 ,-1.125 ,区域核心
渤海大学,食品科学与技术,0.092 ,2.799 ,区域核心
渤海大学,数学,0.025 ,2.851 ,区域核心
渤海大学,数学的跨学科应用,0.134 ,3.418 ,区域核心
渤海大学,数学物理学,0.029 ,-1.811 ,区域核心
渤海大学,数学与计算生物学,0.005 ,2.477 ,区域核心
渤海大学,水资源,0.001 ,-2.178 ,区域核心
渤海大学,陶瓷材料科学,0.048 ,2.000 ,区域核心
渤海大学,天文学与天体物理学,0.029 ,2.889 ,区域核心
渤海大学,统计与概率,0.013 ,3.076 ,区域核心
渤海大学,微生物学,0.015 ,3.522 ,区域核心
渤海大学,无机化学与核化学,0.209 ,2.148 ,区域核心
渤海大学,物理，原子，分子，化学制品,0.035 ,2.573 ,区域核心
渤海大学,物理化学,0.029 ,2.344 ,区域核心
渤海大学,药理学及药剂学,0.002 ,-1.456 ,区域核心
渤海大学,冶金与冶金工程,0.026 ,3.406 ,区域核心
渤海大学,医药化学,0.008 ,2.865 ,区域核心
渤海大学,仪器及仪表学,0.070 ,3.025 ,区域核心
渤海大学,营养学与膳食学,0.029 ,2.803 ,区域核心
渤海大学,应用化学,0.055 ,2.512 ,区域核心
渤海大学,应用数学,0.061 ,2.899 ,区域核心
渤海大学,应用物理,0.022 ,2.643 ,区域核心
渤海大学,有机化学,0.070 ,-1.778 ,区域核心
渤海大学,与其它学科有关的物理学,0.058 ,-2.076 ,区域核心
渤海大学,原子核科学与技术,0.004 ,3.091 ,区域核心
渤海大学,运营研究与管理,0.043 ,2.456 ,区域核心
渤海大学,植物学,0.002 ,-2.058 ,区域核心
渤海大学,制造工程,0.014 ,2.561 ,区域核心
渤海大学,自动化及控制系统,0.366 ,3.423 ,区域核心
成都理工大学,材料科学，表征与试验,0.044 ,3.136 ,区域核心
成都理工大学,材料科学，多学科,0.039 ,2.584 ,区域核心
成都理工大学,材料科学，复合材料,0.012 ,-2.000 ,区域核心
成都理工大学,材料科学，涂料与薄膜,0.037 ,2.960 ,区域核心
成都理工大学,采矿与矿物加工工程,0.266 ,3.004 ,区域核心
成都理工大学,成像学与摄影工艺,0.080 ,3.264 ,区域核心
成都理工大学,地理与物理,0.133 ,2.196 ,区域核心
成都理工大学,地球化学与地球物理,0.360 ,2.387 ,区域核心
成都理工大学,地球科学，多学科,0.377 ,2.497 ,区域核心
成都理工大学,地质工程,0.852 ,2.644 ,区域核心
成都理工大学,地质学,0.644 ,2.456 ,区域核心
成都理工大学,电化学,0.058 ,3.244 ,区域核心
成都理工大学,电机与电子工程,0.026 ,3.109 ,区域核心
成都理工大学,电信科学,0.019 ,2.494 ,区域核心
成都理工大学,动物学,0.011 ,2.165 ,区域核心
成都理工大学,毒理学,0.009 ,-2.261 ,区域核心
成都理工大学,多学科科学,0.025 ,2.000 ,区域核心
成都理工大学,放射学，核子医学与医学成像学,0.014 ,3.106 ,区域核心
成都理工大学,分析化学,0.064 ,2.704 ,区域核心
成都理工大学,高分子科学,0.021 ,2.045 ,区域核心
成都理工大学,工程，多学科,0.054 ,2.536 ,区域核心
成都理工大学,工业工程,0.007 ,2.729 ,区域核心
成都理工大学,古生物学,0.058 ,2.204 ,区域核心
成都理工大学,光谱学,0.152 ,3.173 ,区域核心
成都理工大学,光学,0.033 ,-1.822 ,区域核心
成都理工大学,海洋及淡水生物学,0.003 ,-2.230 ,区域核心
成都理工大学,海洋学,0.022 ,2.035 ,区域核心
成都理工大学,核物理,0.136 ,-1.884 ,区域核心
成都理工大学,化学，多学科,0.046 ,2.618 ,区域核心
成都理工大学,化学工程,0.090 ,2.678 ,区域核心
成都理工大学,环境工程,0.060 ,2.299 ,区域核心
成都理工大学,环境科学,0.080 ,2.924 ,区域核心
成都理工大学,机械工程,0.029 ,2.510 ,区域核心
成都理工大学,计算机科学，跨学科应用,0.028 ,2.344 ,区域核心
成都理工大学,计算机科学，人工智能,0.024 ,3.351 ,区域核心
成都理工大学,计算机科学，信息系统,0.015 ,2.407 ,区域核心
成都理工大学,计算机科学，硬件,0.014 ,2.897 ,区域核心
成都理工大学,计算机科学理论与方法,0.006 ,2.929 ,区域核心
成都理工大学,建筑与建筑技术,0.049 ,3.047 ,区域核心
成都理工大学,结晶学,0.013 ,2.753 ,区域核心
成都理工大学,进化生物学,0.003 ,-2.301 ,区域核心
成都理工大学,矿物学,0.286 ,3.137 ,区域核心
成都理工大学,力学,0.024 ,2.143 ,区域核心
成都理工大学,粒子与场物理,0.037 ,-2.078 ,区域核心
成都理工大学,林学,0.011 ,2.337 ,区域核心
成都理工大学,流体与等离子体物理,0.014 ,-2.301 ,区域核心
成都理工大学,免疫学,0.001 ,2.196 ,区域核心
成都理工大学,纳米科学与纳米技术,0.035 ,3.445 ,区域核心
成都理工大学,能源与燃料,0.092 ,3.027 ,区域核心
成都理工大学,凝聚态物理,0.062 ,3.077 ,区域核心
成都理工大学,农业，多学科,0.003 ,-1.875 ,区域核心
成都理工大学,气象学与大气科学,0.058 ,2.257 ,区域核心
成都理工大学,热力学,0.097 ,2.473 ,区域核心
成都理工大学,神经科学,0.004 ,3.315 ,区域核心
成都理工大学,生态学,0.017 ,2.960 ,区域核心
成都理工大学,生物化学研究方法,0.008 ,-2.213 ,区域核心
成都理工大学,生物化学与分子生物学,0.004 ,2.139 ,区域核心
成都理工大学,生物技术和应用微生物学,0.015 ,3.286 ,区域核心
成都理工大学,生物物理学,0.010 ,3.365 ,区域核心
成都理工大学,生物医学工程,0.025 ,3.102 ,区域核心
成都理工大学,声学,0.008 ,-2.160 ,区域核心
成都理工大学,石油工程,0.631 ,2.788 ,区域核心
成都理工大学,食品科学与技术,0.010 ,4.037 ,区域核心
成都理工大学,数学,0.016 ,2.602 ,区域核心
成都理工大学,数学的跨学科应用,0.071 ,2.676 ,区域核心
成都理工大学,数学物理学,0.042 ,2.163 ,区域核心
成都理工大学,数学与计算生物学,0.016 ,2.477 ,区域核心
成都理工大学,水资源,0.103 ,2.527 ,区域核心
成都理工大学,陶瓷材料科学,0.086 ,3.045 ,区域核心
成都理工大学,天文学与天体物理学,0.004 ,2.954 ,区域核心
成都理工大学,土木工程,0.060 ,2.937 ,区域核心
成都理工大学,土壤科学,0.044 ,3.085 ,区域核心
成都理工大学,微生物学,0.001 ,2.512 ,区域核心
成都理工大学,无机化学与核化学,0.055 ,2.115 ,区域核心
成都理工大学,物理，原子，分子，化学制品,0.019 ,2.029 ,区域核心
成都理工大学,物理化学,0.039 ,2.673 ,区域核心
成都理工大学,遥感技术,0.144 ,3.585 ,区域核心
成都理工大学,药理学及药剂学,0.002 ,-2.118 ,区域核心
成都理工大学,冶金与冶金工程,0.060 ,2.813 ,区域核心
成都理工大学,医药化学,0.002 ,-2.150 ,区域核心
成都理工大学,仪器及仪表学,0.040 ,2.693 ,区域核心
成都理工大学,应用化学,0.009 ,2.487 ,区域核心
成都理工大学,应用数学,0.027 ,2.556 ,区域核心
成都理工大学,应用物理,0.043 ,2.505 ,区域核心
成都理工大学,有机化学,0.014 ,-1.472 ,区域核心
成都理工大学,与其它学科有关的物理学,0.036 ,-2.133 ,区域核心
成都理工大学,原子核科学与技术,0.130 ,2.379 ,区域核心
成都理工大学,植物学,0.007 ,-1.516 ,区域核心
成都理工大学,肿瘤学,0.000 ,-1.097 ,区域核心
成都理工大学,自动化及控制系统,0.007 ,4.017 ,区域核心
成都理工大学,综合医学与补充医学,0.006 ,-2.048 ,区域核心
成都中医药大学,病理学,0.008 ,-1.766 ,学科特色
成都中医药大学,肠胃科学与肝病学,0.038 ,-1.585 ,学科特色
成都中医药大学,传染病学,0.004 ,2.097 ,学科特色
成都中医药大学,电化学,0.005 ,-1.881 ,学科特色
成都中医药大学,毒理学,0.015 ,2.572 ,学科特色
成都中医药大学,多学科科学,0.021 ,2.954 ,学科特色
成都中医药大学,耳鼻喉科学,0.007 ,2.000 ,学科特色
成都中医药大学,放射学，核子医学与医学成像学,0.009 ,-1.866 ,学科特色
成都中医药大学,分析化学,0.059 ,2.031 ,学科特色
成都中医药大学,妇产科学,0.009 ,2.564 ,学科特色
成都中医药大学,公共，环境，职业健康,0.003 ,-1.791 ,学科特色
成都中医药大学,行为科学,0.003 ,-1.970 ,学科特色
成都中医药大学,化学，多学科,0.017 ,2.303 ,学科特色
成都中医药大学,环境科学,0.001 ,-1.861 ,学科特色
成都中医药大学,计算机科学，跨学科应用,0.003 ,2.301 ,学科特色
成都中医药大学,进化生物学,0.018 ,3.061 ,学科特色
成都中医药大学,精神病学,0.010 ,2.964 ,学科特色
成都中医药大学,老年病学与老年学,0.014 ,2.477 ,学科特色
成都中医药大学,泌尿学与肾脏学 ,0.006 ,-2.058 ,学科特色
成都中医药大学,免疫学,0.010 ,2.361 ,学科特色
成都中医药大学,纳米科学与纳米技术,0.005 ,-0.979 ,学科特色
成都中医药大学,男科,0.081 ,2.477 ,学科特色
成都中医药大学,内分泌与代谢医学,0.009 ,3.793 ,学科特色
成都中医药大学,内科医学,0.030 ,-1.523 ,学科特色
成都中医药大学,农业，多学科,0.023 ,2.660 ,学科特色
成都中医药大学,热力学,0.018 ,2.113 ,学科特色
成都中医药大学,神经病学,0.018 ,2.178 ,学科特色
成都中医药大学,神经科学,0.028 ,2.280 ,学科特色
成都中医药大学,生理学,0.012 ,2.998 ,学科特色
成都中医药大学,生态学,0.006 ,3.061 ,学科特色
成都中医药大学,生物材料科学,0.020 ,3.178 ,学科特色
成都中医药大学,生物化学研究方法,0.034 ,2.505 ,学科特色
成都中医药大学,生物化学与分子生物学,0.027 ,2.571 ,学科特色
成都中医药大学,生物技术和应用微生物学,0.018 ,2.431 ,学科特色
成都中医药大学,生物物理学,0.011 ,-2.179 ,学科特色
成都中医药大学,生物学,0.011 ,-2.278 ,学科特色
成都中医药大学,食品科学与技术,0.031 ,2.498 ,学科特色
成都中医药大学,微生物学,0.002 ,-2.101 ,学科特色
成都中医药大学,物理化学,0.006 ,2.293 ,学科特色
成都中医药大学,细胞生物学,0.025 ,3.124 ,学科特色
成都中医药大学,心脏和心血管系统,0.007 ,2.606 ,学科特色
成都中医药大学,眼科学,0.004 ,-1.977 ,学科特色
成都中医药大学,药理学及药剂学,0.114 ,2.260 ,学科特色
成都中医药大学,医学检验技术,0.061 ,2.052 ,学科特色
成都中医药大学,医学信息学,0.012 ,2.602 ,学科特色
成都中医药大学,医学研究和实验,0.067 ,2.833 ,学科特色
成都中医药大学,医药化学,0.137 ,2.230 ,学科特色
成都中医药大学,遗传学与遗传,0.015 ,2.680 ,学科特色
成都中医药大学,营养学与膳食学,0.010 ,2.088 ,学科特色
成都中医药大学,应用化学,0.042 ,2.606 ,学科特色
成都中医药大学,应用物理,0.002 ,2.737 ,学科特色
成都中医药大学,有机化学,0.041 ,3.072 ,学科特色
成都中医药大学,与其它学科有关的物理学,0.004 ,-1.968 ,学科特色
成都中医药大学,植物学,0.054 ,2.075 ,学科特色
成都中医药大学,肿瘤学,0.018 ,2.894 ,学科特色
成都中医药大学,综合医学与补充医学,0.700 ,2.218 ,学科特色
大连海事大学,材料科学，表征与试验,0.025 ,-1.715 ,区域核心
大连海事大学,材料科学，多学科,0.046 ,2.279 ,区域核心
大连海事大学,材料科学，复合材料,0.021 ,2.169 ,区域核心
大连海事大学,材料科学，涂料与薄膜,0.069 ,2.244 ,区域核心
大连海事大学,采矿与矿物加工工程,0.008 ,-1.523 ,区域核心
大连海事大学,成像学与摄影工艺,0.124 ,2.591 ,区域核心
大连海事大学,船舶工程,1.154 ,2.926 ,区域核心
大连海事大学,地理与物理,0.060 ,2.900 ,区域核心
大连海事大学,地球化学与地球物理,0.032 ,2.513 ,区域核心
大连海事大学,地球科学，多学科,0.015 ,3.259 ,区域核心
大连海事大学,地质工程,0.036 ,2.859 ,区域核心
大连海事大学,电化学,0.070 ,2.384 ,区域核心
大连海事大学,电机与电子工程,0.092 ,2.616 ,区域核心
大连海事大学,电信科学,0.125 ,2.973 ,区域核心
大连海事大学,毒理学,0.026 ,-1.616 ,区域核心
大连海事大学,多学科科学,0.017 ,2.921 ,区域核心
大连海事大学,放射学，核子医学与医学成像学,0.009 ,3.481 ,区域核心
大连海事大学,分析化学,0.050 ,2.579 ,区域核心
大连海事大学,高分子科学,0.017 ,-1.662 ,区域核心
大连海事大学,工程，多学科,0.113 ,2.878 ,区域核心
大连海事大学,工业工程,0.033 ,2.279 ,区域核心
大连海事大学,光谱学,0.043 ,-1.635 ,区域核心
大连海事大学,光学,0.072 ,3.028 ,区域核心
大连海事大学,海洋工程,0.633 ,3.460 ,区域核心
大连海事大学,海洋及淡水生物学,0.032 ,2.797 ,区域核心
大连海事大学,海洋学,0.221 ,3.060 ,区域核心
大连海事大学,航空航天科学,0.037 ,2.762 ,区域核心
大连海事大学,核物理,0.010 ,2.276 ,区域核心
大连海事大学,湖沼(生物)学,0.010 ,-2.020 ,区域核心
大连海事大学,化学，多学科,0.031 ,2.445 ,区域核心
大连海事大学,化学工程,0.026 ,2.597 ,区域核心
大连海事大学,环境工程,0.037 ,-1.857 ,区域核心
大连海事大学,环境科学,0.049 ,2.086 ,区域核心
大连海事大学,机器人学,0.057 ,2.861 ,区域核心
大连海事大学,机械工程,0.107 ,2.508 ,区域核心
大连海事大学,计算机科学，控制论,0.221 ,2.941 ,区域核心
大连海事大学,计算机科学，跨学科应用,0.044 ,2.382 ,区域核心
大连海事大学,计算机科学，人工智能,0.177 ,2.547 ,区域核心
大连海事大学,计算机科学，软件工程,0.073 ,2.201 ,区域核心
大连海事大学,计算机科学，信息系统,0.119 ,2.936 ,区域核心
大连海事大学,计算机科学，硬件,0.123 ,2.700 ,区域核心
大连海事大学,计算机科学理论与方法,0.116 ,2.567 ,区域核心
大连海事大学,建筑与建筑技术,0.032 ,2.818 ,区域核心
大连海事大学,交通科技,0.311 ,2.601 ,区域核心
大连海事大学,结晶学,0.019 ,-2.202 ,区域核心
大连海事大学,力学,0.039 ,2.397 ,区域核心
大连海事大学,粒子与场物理,0.002 ,-2.301 ,区域核心
大连海事大学,流体与等离子体物理,0.070 ,-1.735 ,区域核心
大连海事大学,纳米科学与纳米技术,0.031 ,2.286 ,区域核心
大连海事大学,能源与燃料,0.032 ,2.749 ,区域核心
大连海事大学,凝聚态物理,0.044 ,3.050 ,区域核心
大连海事大学,农学,0.002 ,2.000 ,区域核心
大连海事大学,气象学与大气科学,0.015 ,2.298 ,区域核心
大连海事大学,热力学,0.079 ,2.626 ,区域核心
大连海事大学,神经科学,0.003 ,2.740 ,区域核心
大连海事大学,生态学,0.005 ,2.095 ,区域核心
大连海事大学,生物材料科学,0.007 ,2.802 ,区域核心
大连海事大学,生物化学研究方法,0.023 ,3.302 ,区域核心
大连海事大学,生物化学与分子生物学,0.006 ,2.716 ,区域核心
大连海事大学,生物技术和应用微生物学,0.007 ,2.485 ,区域核心
大连海事大学,生物物理学,0.011 ,2.247 ,区域核心
大连海事大学,生物学,0.014 ,3.067 ,区域核心
大连海事大学,生物医学工程,0.009 ,2.327 ,区域核心
大连海事大学,食品科学与技术,0.005 ,2.865 ,区域核心
大连海事大学,数学,0.017 ,-2.170 ,区域核心
大连海事大学,数学的跨学科应用,0.081 ,2.414 ,区域核心
大连海事大学,数学物理学,0.015 ,-2.087 ,区域核心
大连海事大学,数学与计算生物学,0.022 ,4.061 ,区域核心
大连海事大学,水资源,0.035 ,2.973 ,区域核心
大连海事大学,陶瓷材料科学,0.058 ,2.161 ,区域核心
大连海事大学,天文学与天体物理学,0.003 ,-2.204 ,区域核心
大连海事大学,统计与概率,0.008 ,2.688 ,区域核心
大连海事大学,土木工程,0.111 ,2.791 ,区域核心
大连海事大学,微生物学,0.001 ,-2.283 ,区域核心
大连海事大学,无机化学与核化学,0.013 ,2.026 ,区域核心
大连海事大学,物理，原子，分子，化学制品,0.024 ,2.172 ,区域核心
大连海事大学,物理化学,0.032 ,-0.731 ,区域核心
大连海事大学,细胞生物学,0.001 ,2.939 ,区域核心
大连海事大学,遥感技术,0.134 ,2.631 ,区域核心
大连海事大学,冶金与冶金工程,0.070 ,2.177 ,区域核心
大连海事大学,医学研究和实验,0.001 ,-2.301 ,区域核心
大连海事大学,仪器及仪表学,0.112 ,2.790 ,区域核心
大连海事大学,应用化学,0.018 ,2.703 ,区域核心
大连海事大学,应用数学,0.032 ,2.256 ,区域核心
大连海事大学,应用物理,0.043 ,2.152 ,区域核心
大连海事大学,有机化学,0.001 ,-2.290 ,区域核心
大连海事大学,渔业,0.007 ,-1.908 ,区域核心
大连海事大学,与其它学科有关的物理学,0.039 ,2.213 ,区域核心
大连海事大学,原子核科学与技术,0.040 ,3.144 ,区域核心
大连海事大学,运营研究与管理,0.128 ,2.194 ,区域核心
大连海事大学,制造工程,0.049 ,2.405 ,区域核心
大连海事大学,肿瘤学,0.003 ,2.818 ,区域核心
大连海事大学,自动化及控制系统,0.219 ,2.818 ,区域核心
大连理工大学,保健学与保健服务,0.013 ,3.355 ,中国领先
大连理工大学,病毒学,0.015 ,2.373 ,中国领先
大连理工大学,病理学,0.005 ,-2.271 ,中国领先
大连理工大学,材料科学，表征与试验,0.599 ,2.748 ,中国领先
大连理工大学,材料科学，多学科,0.570 ,2.357 ,中国领先
大连理工大学,材料科学，纺织品,0.378 ,-1.179 ,中国领先
大连理工大学,材料科学，复合材料,0.609 ,2.547 ,中国领先
大连理工大学,材料科学，涂料与薄膜,0.551 ,2.099 ,中国领先
大连理工大学,材料科学，纸张与木材,0.055 ,2.048 ,中国领先
大连理工大学,采矿与矿物加工工程,0.236 ,2.652 ,中国领先
大连理工大学,肠胃科学与肝病学,0.003 ,2.014 ,中国领先
大连理工大学,成像学与摄影工艺,0.190 ,3.024 ,中国领先
大连理工大学,船舶工程,2.934 ,2.544 ,中国领先
大连理工大学,地理与物理,0.069 ,3.199 ,中国领先
大连理工大学,地球化学与地球物理,0.042 ,2.791 ,中国领先
大连理工大学,地球科学，多学科,0.166 ,2.126 ,中国领先
大连理工大学,地质工程,0.964 ,2.575 ,中国领先
大连理工大学,电化学,0.495 ,2.377 ,中国领先
大连理工大学,电机与电子工程,0.404 ,2.622 ,中国领先
大连理工大学,电信科学,0.657 ,3.311 ,中国领先
大连理工大学,动物学,0.006 ,-2.112 ,中国领先
大连理工大学,毒理学,0.097 ,-2.118 ,中国领先
大连理工大学,多学科科学,0.116 ,2.385 ,中国领先
大连理工大学,耳鼻喉科学,0.004 ,-2.301 ,中国领先
大连理工大学,放射学，核子医学与医学成像学,0.047 ,2.425 ,中国领先
大连理工大学,分析化学,0.314 ,2.184 ,中国领先
大连理工大学,高分子科学,0.415 ,2.048 ,中国领先
大连理工大学,工程，多学科,0.982 ,2.373 ,中国领先
大连理工大学,工业工程,0.465 ,2.239 ,中国领先
大连理工大学,公共，环境，职业健康,0.020 ,-1.676 ,中国领先
大连理工大学,光谱学,0.155 ,3.522 ,中国领先
大连理工大学,光学,0.280 ,-1.358 ,中国领先
大连理工大学,海洋工程,3.151 ,2.616 ,中国领先
大连理工大学,海洋及淡水生物学,0.048 ,2.414 ,中国领先
大连理工大学,海洋学,0.615 ,2.382 ,中国领先
大连理工大学,行为科学,0.015 ,2.853 ,中国领先
大连理工大学,航空航天科学,0.451 ,2.844 ,中国领先
大连理工大学,核物理,0.156 ,-0.975 ,中国领先
大连理工大学,湖沼(生物)学,0.148 ,3.173 ,中国领先
大连理工大学,化学，多学科,0.447 ,2.142 ,中国领先
大连理工大学,化学工程,0.713 ,2.289 ,中国领先
大连理工大学,环境工程,0.634 ,2.392 ,中国领先
大连理工大学,环境科学,0.268 ,2.211 ,中国领先
大连理工大学,机器人学,0.228 ,2.120 ,中国领先
大连理工大学,机械工程,0.985 ,2.537 ,中国领先
大连理工大学,计算机科学，控制论,0.589 ,2.835 ,中国领先
大连理工大学,计算机科学，跨学科应用,0.579 ,2.286 ,中国领先
大连理工大学,计算机科学，人工智能,0.587 ,2.573 ,中国领先
大连理工大学,计算机科学，软件工程,0.519 ,2.314 ,中国领先
大连理工大学,计算机科学，信息系统,0.688 ,2.939 ,中国领先
大连理工大学,计算机科学，硬件,0.486 ,2.608 ,中国领先
大连理工大学,计算机科学理论与方法,0.448 ,2.280 ,中国领先
大连理工大学,建筑与建筑技术,0.961 ,2.444 ,中国领先
大连理工大学,交通科技,0.662 ,3.032 ,中国领先
大连理工大学,矫形技术,0.003 ,-2.051 ,中国领先
大连理工大学,教育科学,0.004 ,-2.301 ,中国领先
大连理工大学,结晶学,0.227 ,-1.936 ,中国领先
大连理工大学,解剖学与形态学,0.009 ,-2.209 ,中国领先
大连理工大学,精神病学,0.003 ,-2.060 ,中国领先
大连理工大学,矿物学,0.051 ,2.951 ,中国领先
大连理工大学,昆虫学,0.012 ,-2.131 ,中国领先
大连理工大学,力学,1.041 ,2.406 ,中国领先
大连理工大学,历史与哲学科学,0.005 ,-2.301 ,中国领先
大连理工大学,粒子与场物理,0.135 ,-1.912 ,中国领先
大连理工大学,林学,0.007 ,-2.225 ,中国领先
大连理工大学,流体与等离子体物理,0.950 ,2.005 ,中国领先
大连理工大学,逻辑学,0.089 ,2.368 ,中国领先
大连理工大学,泌尿学与肾脏学 ,0.004 ,-1.875 ,中国领先
大连理工大学,免疫学,0.015 ,2.291 ,中国领先
大连理工大学,纳米科学与纳米技术,0.487 ,2.469 ,中国领先
大连理工大学,内分泌与代谢医学,0.007 ,-1.640 ,中国领先
大连理工大学,能源与燃料,0.563 ,2.582 ,中国领先
大连理工大学,凝聚态物理,0.349 ,2.667 ,中国领先
大连理工大学,农学,0.012 ,2.760 ,中国领先
大连理工大学,农业，多学科,0.051 ,2.650 ,中国领先
大连理工大学,农业，乳制品及动物科学,0.005 ,2.753 ,中国领先
大连理工大学,农业工程,0.432 ,2.529 ,中国领先
大连理工大学,皮肤科,0.009 ,2.125 ,中国领先
大连理工大学,气象学与大气科学,0.060 ,2.047 ,中国领先
大连理工大学,热力学,0.773 ,2.782 ,中国领先
大连理工大学,神经科学,0.031 ,-0.796 ,中国领先
大连理工大学,神经影像学,0.014 ,-2.115 ,中国领先
大连理工大学,生理学,0.023 ,2.381 ,中国领先
大连理工大学,生态学,0.019 ,-1.177 ,中国领先
大连理工大学,生物材料科学,0.232 ,2.812 ,中国领先
大连理工大学,生物多样性保护,0.013 ,4.122 ,中国领先
大连理工大学,生物化学研究方法,0.157 ,2.286 ,中国领先
大连理工大学,生物化学与分子生物学,0.080 ,-1.733 ,中国领先
大连理工大学,生物技术和应用微生物学,0.230 ,2.279 ,中国领先
大连理工大学,生物物理学,0.133 ,2.061 ,中国领先
大连理工大学,生物学,0.060 ,-1.542 ,中国领先
大连理工大学,生物医学工程,0.168 ,2.601 ,中国领先
大连理工大学,声学,0.576 ,2.620 ,中国领先
大连理工大学,石油工程,0.091 ,-2.004 ,中国领先
大连理工大学,食品科学与技术,0.056 ,2.411 ,中国领先
大连理工大学,兽医学,0.009 ,-1.721 ,中国领先
大连理工大学,数学,0.238 ,2.231 ,中国领先
大连理工大学,数学的跨学科应用,0.906 ,2.182 ,中国领先
大连理工大学,数学物理学,0.261 ,-2.062 ,中国领先
大连理工大学,数学与计算生物学,0.237 ,2.228 ,中国领先
大连理工大学,水资源,0.388 ,2.394 ,中国领先
大连理工大学,陶瓷材料科学,0.352 ,3.035 ,中国领先
大连理工大学,天文学与天体物理学,0.043 ,-1.857 ,中国领先
大连理工大学,统计与概率,0.159 ,2.727 ,中国领先
大连理工大学,土木工程,1.078 ,2.361 ,中国领先
大连理工大学,土壤科学,0.016 ,2.146 ,中国领先
大连理工大学,外科,0.001 ,-2.246 ,中国领先
大连理工大学,微生物学,0.033 ,2.342 ,中国领先
大连理工大学,无机化学与核化学,0.406 ,-1.814 ,中国领先
大连理工大学,物理，原子，分子，化学制品,0.297 ,-1.936 ,中国领先
大连理工大学,物理化学,0.560 ,2.291 ,中国领先
大连理工大学,细胞生物学,0.034 ,2.832 ,中国领先
大连理工大学,细胞与组织工程,0.035 ,2.831 ,中国领先
大连理工大学,显微镜学,0.018 ,-2.301 ,中国领先
大连理工大学,心理学,0.013 ,3.303 ,中国领先
大连理工大学,心脏和心血管系统,0.002 ,-2.038 ,中国领先
大连理工大学,血液学,0.004 ,-2.266 ,中国领先
大连理工大学,遥感技术,0.070 ,3.162 ,中国领先
大连理工大学,药理学及药剂学,0.045 ,-1.793 ,中国领先
大连理工大学,冶金与冶金工程,0.657 ,2.386 ,中国领先
大连理工大学,医学信息学,0.140 ,2.587 ,中国领先
大连理工大学,医学研究和实验,0.041 ,2.003 ,中国领先
大连理工大学,医药化学,0.106 ,-1.583 ,中国领先
大连理工大学,仪器及仪表学,0.645 ,2.412 ,中国领先
大连理工大学,移植学,0.005 ,-2.064 ,中国领先
大连理工大学,遗传学与遗传,0.019 ,2.817 ,中国领先
大连理工大学,营养学与膳食学,0.020 ,2.389 ,中国领先
大连理工大学,应用化学,0.459 ,2.177 ,中国领先
大连理工大学,应用数学,0.433 ,-1.475 ,中国领先
大连理工大学,应用物理,0.392 ,2.184 ,中国领先
大连理工大学,有机化学,0.308 ,-1.784 ,中国领先
大连理工大学,渔业,0.076 ,2.250 ,中国领先
大连理工大学,与其它学科有关的物理学,0.328 ,-1.845 ,中国领先
大连理工大学,园艺学,0.022 ,2.000 ,中国领先
大连理工大学,原子核科学与技术,0.292 ,2.382 ,中国领先
大连理工大学,运动科学,0.002 ,2.000 ,中国领先
大连理工大学,运营研究与管理,0.531 ,2.167 ,中国领先
大连理工大学,植物学,0.032 ,2.743 ,中国领先
大连理工大学,制造工程,0.979 ,2.278 ,中国领先
大连理工大学,肿瘤学,0.030 ,2.832 ,中国领先
大连理工大学,周围性血管疾病学,0.007 ,-1.875 ,中国领先
大连理工大学,自动化及控制系统,0.770 ,2.602 ,中国领先
大连理工大学,综合医学与补充医学,0.068 ,-1.306 ,中国领先
第二军医大学,保健学与保健服务,0.078 ,2.756 ,学科特色
第二军医大学,病毒学,0.099 ,-1.699 ,学科特色
第二军医大学,病理学,0.298 ,2.456 ,学科特色
第二军医大学,材料科学，多学科,0.020 ,2.893 ,学科特色
第二军医大学,材料科学，涂料与薄膜,0.026 ,2.792 ,学科特色
第二军医大学,肠胃科学与肝病学,0.631 ,-1.228 ,学科特色
第二军医大学,传染病学,0.105 ,2.688 ,学科特色
第二军医大学,电化学,0.011 ,3.451 ,学科特色
第二军医大学,电机与电子工程,0.001 ,2.451 ,学科特色
第二军医大学,动物学,0.005 ,3.114 ,学科特色
第二军医大学,多学科科学,0.100 ,2.772 ,学科特色
